# Magnetizacion Magnetization_Absoluta Magnetization_cuadrada Energia Energia_cuadrada
8.399999999999999689e-01,8.399999999999999689e-01,7.055999999999998940e-01,-5.900000000000000000e+01,3.481000000000000000e+03
7.600000000000000089e-01,7.600000000000000089e-01,5.776000000000000023e-01,-4.900000000000000000e+01,2.401000000000000000e+03
2.000000000000000111e-01,2.000000000000000111e-01,4.000000000000000777e-02,-2.300000000000000000e+01,5.290000000000000000e+02
4.400000000000000022e-01,4.400000000000000022e-01,1.935999999999999943e-01,-2.900000000000000000e+01,8.410000000000000000e+02
6.800000000000000488e-01,6.800000000000000488e-01,4.624000000000000887e-01,-3.900000000000000000e+01,1.521000000000000000e+03
1.199999999999999956e-01,1.199999999999999956e-01,1.439999999999999961e-02,-1.700000000000000000e+01,2.890000000000000000e+02
5.200000000000000178e-01,5.200000000000000178e-01,2.704000000000000292e-01,-3.500000000000000000e+01,1.225000000000000000e+03
4.400000000000000022e-01,4.400000000000000022e-01,1.935999999999999943e-01,-3.300000000000000000e+01,1.089000000000000000e+03
4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,-1.900000000000000000e+01,3.610000000000000000e+02
6.800000000000000488e-01,6.800000000000000488e-01,4.624000000000000887e-01,-5.100000000000000000e+01,2.601000000000000000e+03
5.200000000000000178e-01,5.200000000000000178e-01,2.704000000000000292e-01,-2.700000000000000000e+01,7.290000000000000000e+02
5.200000000000000178e-01,5.200000000000000178e-01,2.704000000000000292e-01,-2.300000000000000000e+01,5.290000000000000000e+02
-2.000000000000000111e-01,2.000000000000000111e-01,4.000000000000000777e-02,-9.000000000000000000e+00,8.100000000000000000e+01
5.200000000000000178e-01,5.200000000000000178e-01,2.704000000000000292e-01,-3.100000000000000000e+01,9.610000000000000000e+02
2.000000000000000111e-01,2.000000000000000111e-01,4.000000000000000777e-02,-1.500000000000000000e+01,2.250000000000000000e+02
4.400000000000000022e-01,4.400000000000000022e-01,1.935999999999999943e-01,-2.500000000000000000e+01,6.250000000000000000e+02
5.999999999999999778e-01,5.999999999999999778e-01,3.599999999999999867e-01,-3.700000000000000000e+01,1.369000000000000000e+03
7.600000000000000089e-01,7.600000000000000089e-01,5.776000000000000023e-01,-4.900000000000000000e+01,2.401000000000000000e+03
4.400000000000000022e-01,4.400000000000000022e-01,1.935999999999999943e-01,-2.500000000000000000e+01,6.250000000000000000e+02
4.400000000000000022e-01,4.400000000000000022e-01,1.935999999999999943e-01,-1.700000000000000000e+01,2.890000000000000000e+02
5.200000000000000178e-01,5.200000000000000178e-01,2.704000000000000292e-01,-3.100000000000000000e+01,9.610000000000000000e+02
2.800000000000000266e-01,2.800000000000000266e-01,7.840000000000001135e-02,-1.700000000000000000e+01,2.890000000000000000e+02
5.999999999999999778e-01,5.999999999999999778e-01,3.599999999999999867e-01,-2.500000000000000000e+01,6.250000000000000000e+02
8.399999999999999689e-01,8.399999999999999689e-01,7.055999999999998940e-01,-5.500000000000000000e+01,3.025000000000000000e+03
4.400000000000000022e-01,4.400000000000000022e-01,1.935999999999999943e-01,-2.100000000000000000e+01,4.410000000000000000e+02
5.200000000000000178e-01,5.200000000000000178e-01,2.704000000000000292e-01,-3.900000000000000000e+01,1.521000000000000000e+03
6.800000000000000488e-01,6.800000000000000488e-01,4.624000000000000887e-01,-4.300000000000000000e+01,1.849000000000000000e+03
-5.200000000000000178e-01,5.200000000000000178e-01,2.704000000000000292e-01,-9.000000000000000000e+00,8.100000000000000000e+01
5.999999999999999778e-01,5.999999999999999778e-01,3.599999999999999867e-01,-2.900000000000000000e+01,8.410000000000000000e+02
3.599999999999999867e-01,3.599999999999999867e-01,1.295999999999999930e-01,-2.700000000000000000e+01,7.290000000000000000e+02
2.800000000000000266e-01,2.800000000000000266e-01,7.840000000000001135e-02,-2.100000000000000000e+01,4.410000000000000000e+02
4.400000000000000022e-01,4.400000000000000022e-01,1.935999999999999943e-01,-2.100000000000000000e+01,4.410000000000000000e+02
8.399999999999999689e-01,8.399999999999999689e-01,7.055999999999998940e-01,-5.900000000000000000e+01,3.481000000000000000e+03
1.199999999999999956e-01,1.199999999999999956e-01,1.439999999999999961e-02,-1.300000000000000000e+01,1.690000000000000000e+02
5.200000000000000178e-01,5.200000000000000178e-01,2.704000000000000292e-01,-2.300000000000000000e+01,5.290000000000000000e+02
2.000000000000000111e-01,2.000000000000000111e-01,4.000000000000000777e-02,-2.300000000000000000e+01,5.290000000000000000e+02
8.399999999999999689e-01,8.399999999999999689e-01,7.055999999999998940e-01,-5.500000000000000000e+01,3.025000000000000000e+03
3.599999999999999867e-01,3.599999999999999867e-01,1.295999999999999930e-01,-2.300000000000000000e+01,5.290000000000000000e+02
5.200000000000000178e-01,5.200000000000000178e-01,2.704000000000000292e-01,-1.900000000000000000e+01,3.610000000000000000e+02
5.200000000000000178e-01,5.200000000000000178e-01,2.704000000000000292e-01,-2.700000000000000000e+01,7.290000000000000000e+02
7.600000000000000089e-01,7.600000000000000089e-01,5.776000000000000023e-01,-4.500000000000000000e+01,2.025000000000000000e+03
3.599999999999999867e-01,3.599999999999999867e-01,1.295999999999999930e-01,-1.900000000000000000e+01,3.610000000000000000e+02
3.599999999999999867e-01,3.599999999999999867e-01,1.295999999999999930e-01,-1.500000000000000000e+01,2.250000000000000000e+02
8.399999999999999689e-01,8.399999999999999689e-01,7.055999999999998940e-01,-5.900000000000000000e+01,3.481000000000000000e+03
-4.000000000000000083e-02,4.000000000000000083e-02,1.600000000000000077e-03,-1.000000000000000000e+00,1.000000000000000000e+00
