# 1.T 2.Magnetizacion 3.Magnetization_Absoluta 4.Magnetization_cuadrada 5.Susceptibilidad 6.Energia 7.Energia_cuadrada 8.Capacidad_calorifica
2.088400000000000034e+00,8.751153792001438170e-01,8.751153792001438170e-01,7.665080907844957769e-01,8.154135604819672256e-01,-4.183097999999999956e+03,1.750841564812799916e+07,9.269259213917869777e-01
2.112294736842105447e+00,8.615909440001061625e-01,8.615909440001061625e-01,7.432512124536913012e-01,1.079699786665518468e+00,-4.124793247999999949e+03,1.702509661779199913e+07,1.002044597546128069e+00
2.136189473684210416e+00,8.463732000001048528e-01,8.463732000001048528e-01,7.175830456313735395e-01,1.445859517818550044e+00,-4.063074336000000130e+03,1.652087689766399935e+07,1.078502229565049264e+00
2.160084210526315829e+00,8.275505088001111620e-01,8.275505088001111620e-01,6.865882525154370919e-01,2.023541364260289743e+00,-3.995170728000000054e+03,1.597519626352000050e+07,1.183645502103109814e+00
2.183978947368421242e+00,8.027281360000314558e-01,8.027281360000314558e-01,6.478980048523163005e-01,4.035689687484650179e+00,-3.919735471999999845e+03,1.538014578003199957e+07,1.326657623800298502e+00
2.207873684210526211e+00,7.736396368000320045e-01,7.736654992000320252e-01,6.040801633805903403e-01,6.252462230566921519e+00,-3.838368943999999829e+03,1.475096323839999922e+07,1.467746968332354740e+00
2.231768421052631624e+00,3.530455759999886478e-01,7.376309999999944855e-01,5.523186341646497688e-01,9.206983491348639248e+00,-3.749855223999999907e+03,1.408178072483200021e+07,1.635605813992653035e+00
2.255663157894737036e+00,1.045273680000031041e-01,6.729656623999998866e-01,4.709763779546384810e-01,2.005352075933959100e+01,-3.638534728000000086e+03,1.326337599126400054e+07,1.921458033771704876e+00
2.279557894736842449e+00,1.586674768000038704e-01,5.814610191999530775e-01,3.706115864461103082e-01,3.565896447742522213e+01,-3.514532240000000002e+03,1.237943641119999997e+07,2.116821556391003334e+00
2.303452631578947418e+00,2.674445759999973318e-02,4.754859999999702658e-01,2.667502086605268996e-01,4.413295926632721944e+01,-3.388436607999999978e+03,1.150869689657600038e+07,2.050116342962481131e+00
2.327347368421052831e+00,-5.796056000000558532e-03,3.674616847999717106e-01,1.754674921740974891e-01,4.343937106979772267e+01,-3.269122911999999815e+03,1.071111457727999985e+07,1.768652164611244082e+00
2.351242105263158244e+00,6.949683199999884611e-03,2.987455583999822917e-01,1.226458355711904646e-01,3.550987670805527330e+01,-3.174726479999999810e+03,1.009958598220800050e+07,1.497575149179910969e+00
2.375136842105263213e+00,1.140654559999986981e-02,2.405041679999803950e-01,8.341470031486857006e-02,2.691681278755184081e+01,-3.088211679999999888e+03,9.555370771263999864e+06,1.298953921924978827e+00
2.399031578947368626e+00,8.503999999888781419e-06,2.022339311999884481e-01,6.086589657471799808e-02,2.080770197164044077e+01,-3.014877967999999782e+03,9.106099013695999980e+06,1.154393355802040499e+00
2.422926315789474039e+00,-2.067444800000086454e-03,1.778417584000005769e-01,4.734770359423954439e-02,1.622006874599613724e+01,-2.948970080000000053e+03,8.712034057919999585e+06,1.063577816013788535e+00
2.446821052631579008e+00,-1.381556800000087373e-03,1.591585904000181739e-01,3.855439530879709031e-02,1.351032434151134431e+01,-2.888381727999999839e+03,8.357505112704000436e+06,9.858874592405210135e-01
2.470715789473684421e+00,5.650207999999502448e-04,1.403419616000423920e-01,3.020659969791403970e-02,1.063531220076639983e+01,-2.829502607999999782e+03,8.020229826879999600e+06,9.268549634399133597e-01
2.494610526315789834e+00,2.320415999999804143e-04,1.300082112000672252e-01,2.600342898175556777e-02,9.120956865114022705e+00,-2.776613088000000062e+03,7.723190197440000251e+06,8.748049722828824537e-01
2.518505263157894802e+00,-1.187158399999985615e-03,1.195683712000663868e-01,2.202800547839825138e-02,7.674601876022241420e+00,-2.725559712000000218e+03,7.441786603008000180e+06,8.268094343690060022e-01
2.542400000000000215e+00,6.615167999999442333e-04,1.112169952000641449e-01,1.914792259328125176e-02,6.665653095451305354e+00,-2.677936880000000201e+03,7.184100377856000327e+06,7.892848795977762677e-01
